16	2329	0
9	981	0
64	5406	0
36	3963	0
100	23021	0
9	1244	0
81	14286	0
25	4013	0
1	806	0
9	1870	0
16	1022	0
64	2822	0
49	1837	0
64	5518	0
1	774	0
4	1062	0
16	3479	0
4	903	0
36	4206	0
100	13270	0
81	3342	0
49	5782	0
81	11358	0
1	1014	0
49	1455	0
1	815	0
36	27142	0
49	4902	0
9	2911	0
81	10375	0
4	1358	0
16	2518	0
36	6063	0
100	34421	0
25	2574	0
100	13981	0
4	1214	0
25	2888	0
25	5574	0
64	11423	0
