64	22392	2
25	3132	0
16	4391	0
16	4060	0
49	23894	0
9	4252	0
64	5959	0
81	6420	0
64	18349	0
100	33933	0
81	23483	0
49	4094	0
81	7517	0
36	17549	0
81	13814	0
1	1093	0
25	630	0
4	1231	0
49	1958	0
100	3062	0
1	1006	0
16	1398	0
9	1055	0
4	902	0
100	83523	0
16	2255	0
36	1246	0
36	2046	0
25	4598	0
4	591	0
9	1246	0
1	646	0
49	4774	0
25	5151	0
4	1510	0
9	1182	0
36	9453	0
1	1022	0
100	34965	0
64	6110	0
